"","x"
"18410","That, is lovely"
"18411","Red suit <U+2764><U+FE0F>"
"18412","Oooh THAT classic blazer <U+2764><U+2764><U+2764>"
"18413","THAT!!"
"18414","Its a THAT for me <ed><U+00A0><U+00BC><ed><U+00BC><U+0088>"
"18415","THAT classic blazer"
"18416","This red jacket please"
"18417","That xx"
"18418","THAT blazer :)"
"18419","Definitely That x"
"18420","THAT classic blazer!!"
"18421","That is favolous <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>"
"18422","THIS ultimate red suit jacket <U+2665><U+FE0F>"
"18423","That blazer"
"18424","That blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18425","THAT Longline blazer!"
"18426","This <U+2764><U+FE0F><U+2764><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18427","This <U+2764><U+FE0F> <U+2764><U+FE0F> <U+2764><U+FE0F>"
"18428","THAT... <3"
"18429","THAT x"
"18430","Classic Longline blazer <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18431","Love the classic longline blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18432","That classic longline blazer"
"18433","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18434","THAT blazer"
"18435","That! Classic"
"18436","Love the red <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18437","that i love"
"18438","I love that"
"18439","THAT classic blazer"
"18440","THAT longline blazer"
"18441","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18442","Love That"
"18443","This :) x"
"18444","longline blazer :-)"
"18445","That. This lady is for navy!"
"18446","That definitely"
"18447","That for sure <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18448","Love THAT longline blazer"
"18449","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18450","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"18451","#THIS #WINIT"
"18452","That classic - lovely! X"
"18453","That is gorgeous!!"
"18454","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18455","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18456","THAT please"
"18457","THAT classic longline blazer. It's lovely. <U+263A><U+FE0F>"
"18458","<ed><U+00A0><U+00BD><ed><U+00B2><U+0097>That Classic Long Line Jacket x"
"18459","That <3"
"18460","Love THAT Xx"
"18461","That love this look <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"18462","THIS"
"18463","Longline blazer. So versatile"
"18464","THAT! Not a fan of red on me <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"18465","THIS for me"
"18466","Love That!!!"
"18467","<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>THAT<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"18468","That <U+2764><U+2764><U+2764><U+2764>"
"18469","THAT please"
"18470","THAT for me! Love the colour."
"18471","Love the red suit!!"
"18472","Definitely THAT <U+2764><U+FE0F><U+2764><U+FE0F>"
"18473","THAT #WINIT"
"18474","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18475","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18476","THAT - Love it.  XXX"
"18477","THAT #winit"
"18478","This red suit jacket #WINIT"
"18479","Love the red suit jacket"
"18480","Long line blazer, a classic piece."
"18481","Love that longline blazer"
"18482","Classic longline blazer for me!"
"18483","THIS. The red blazer is gorgeous <U+2764><U+FE0F><U+2764><U+FE0F>"
"18484","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18485","That. Very classy look"
"18486","This, means red one <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18487","THAT. Love the nautical look <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"18488","THAT is lush!"
"18489","This please!"
"18490","Red suit jackets"
"18491","Love 'that' jacket! X"
"18492","THAT please"
"18493","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18494","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18495","That please <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>"
"18496","that xx"
"18497","THAT blazer <3"
"18498","THAT. Love classic jackets <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18499","That please WIN IT"
"18500","THAT!!! So beautiful!"
"18501","THAT<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18502","THAT please."
"18503","This please. And that can't choose"
"18504","THAT!"
"18505","That blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18506","THAT!!"
"18507","That x"
"18508","That. Oh yes. I like blazers with buttons."
"18509","THIS please!"
"18510","THAT :)"
"18511","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"18512","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18513","THAT !"
"18514","That<ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18515","That definitely x"
"18516","That looks amazing"
"18517","That love it x"
"18518","That!"
"18519","THAT."
"18520","That blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18521","That x"
"18522","THAT blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18523","THAT! LOOKS AMAZING! <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"18524","#That! Very smart!"
"18525","That blazer"
"18526","That! too x"
"18527","THAT! Lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18528","this"
"18529","Definitely THAT! A classic"
"18530","THAT, definitely. Reds not my colour."
"18531","Gorgeous long line blazer! Xx"
"18532","Loving THAT blazer <U+2764><U+FE0F>"
"18533","THIS please <U+2764><U+FE0F>"
"18534","That xxx"
"18535","Classic long line blazer"
"18536","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"18537","Love This"
"18538","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18539","That please!"
"18540","Love THIS!"
"18541","THAT logline blazer"
"18542","that blue blazer"
"18543","This red blazer. So trendy x"
"18544","THAT classic longline blazer! <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18545","'That' blazer is lovely! <U+263A> x"
"18546","That! <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"18547","That blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18548","THAT is my favourite"
"18549","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"18550","THAT <U+2665>"
"18551","That blazer"
"18552","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18553","THAT classic longline blazer"
"18554","THIS!!"
"18555","That is classy timeless"
"18556","THAT #WINIT"
"18557","That <U+2764>"
"18558","That please"
"18559","THAT please"
"18560","That please"
"18561","That blazer please xxx"
"18562","Longline blazer please"
"18563","THAT please.. Love the look."
"18564","THAT blazer :) x"
"18565","THAT."
"18566","THAT!"
"18567","That please!"
"18568","That"
"18569","<U+2764><U+FE0F> THAT please <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18570","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18571","THAT  blazer"
"18572","THAT
<U+2600><U+2600><U+2600><U+2600><ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"18573","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18574","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18575","That, no question."
"18576","That! Clasdic wardrobe staple!"
"18577","THAT blazer please"
"18578","That!"
"18579","Love the red"
"18580","That"
"18581","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18582","This <U+2764><U+FE0F>"
"18583","Love THAT"
"18584","This <U+2764><U+FE0F><U+2764><U+FE0F>"
"18585","Love <U+2764><U+FE0F> both"
"18586","I like THAT long line blazer"
"18587","Long line blazer"
"18588","THAT"
"18589","That"
"18590","THAT blazer is fab"
"18591","THAT 
Pretty please"
"18592","That"
"18593","That! X"
"18594","That."
"18595","That!"
"18596","THAT! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18597","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18598","Oooooo THAT! <U+2764><U+FE0F>"
"18599","THAT<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18600","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"18601","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18602","Red is fab.<ed><U+00A0><U+00BD><ed><U+00B1><U+0084>"
"18603","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18604","THAT!!! <U+2764><U+FE0F>"
"18605","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0098>"
"18606","This ! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18607","That <U+2764><U+FE0F>x"
"18608","THAT <U+2764><U+FE0F>"
"18609","Love THAT blazer please"
"18610","that blazer!"
"18611","THAT Classic Blazer! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18612","THAT blazer!"
"18613","That!!!"
"18614","THAT :)"
"18615","Love the blue one"
"18616","That pls xx"
"18617","THIS"
"18618","That plz xx"
"18619","THAT"
"18620","THAT"
"18621","This"
"18622","this please <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"18623","That, fab <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18624","That!"
"18625","That!"
"18626","That!"
"18627","That!!"
"18628","That"
"18629","That"
"18630","#WINIT THAT"
"18631","Has to be that"
"18632","This <U+2764><U+FE0F>"
"18633","THAT #WINIT <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18634","That please"
"18635","Oh that please"
"18636","That!!!"
"18637","THIS red jacket please"
"18638","That"
"18639","THAT"
"18640","THAT!

A nice addition to the autumn wardrobe.
<ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18641","THAT.. love it.."
"18642","That"
"18643","That."
"18644","Classic blazer"
"18645","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18646","That <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"18647","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18648","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18649","That!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>"
"18650","That"
"18651","That"
"18652","THAT"
"18653","THAT"
"18654","That"
"18655","that"
"18656","THAT"
"18657","This"
"18658","That for me please"
"18659","That , please ."
"18660","I love THAT"
"18661","This"
"18662","this"
"18663","THAT"
"18664","That"
"18665","THAT"
"18666","THAT!!"
"18667","That!"
"18668","That x"
"18669","THIS #winit"
"18670","that blazer"
"18671","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18672","That navy <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18673","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18674","THAT please"
"18675","That"
"18676","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18677","that"
"18678","THAT"
"18679","That"
"18680","THIS"
"18681","That"
"18682","That"
"18683","THAT"
"18684","That"
"18685","That"
"18686","That"
"18687","That"
"18688","THAT"
"18689","That"
"18690","That"
"18691","That"
"18692","THAT"
"18693","THAT"
"18694","That"
"18695","THAT"
"18696","That"
"18697","That"
"18698","That"
"18699","That"
"18700","THAT"
"18701","That"
"18702","That"
"18703","That"
"18704","that"
"18705","That"
"18706","THAT"
"18707","That"
"18708","THAT"
"18709","That"
"18710","That"
"18711","That"
"18712","THAT"
"18713","THAT"
"18714","That"
"18715","THIS"
"18716","That"
"18717","That"
"18718","That"
"18719","THAT"
"18720","THAT"
"18721","That"
"18722","THIS"
"18723","That"
"18724","That"
"18725","THAT"
"18726","That"
"18727","That"
"18728","This"
"18729","THAT"
"18730","THAT"
"18731","That"
"18732","That! That! That!"
"18733","That"
"18734","THIS"
"18735","this"
"18736","THAT"
"18737","That"
"18738","THAT"
"18739","That"
"18740","That"
"18741","That"
"18742","THAT"
"18743","THAT"
"18744","that"
"18745","THAT"
"18746","That"
"18747","That"
"18748","This"
"18749","THAT"
"18750","That"
"18751","That"
"18752","That"
"18753","THAT"
"18754","This"
"18755","THAT"
"18756","That"
"18757","THAT"
"18758","That"
"18759","That"
"18760","This"
"18761","That"
"18762","That"
"18763","That"
"18764","That"
"18765","this"
"18766","THAT"
"18767","That"
"18768","THAT"
"18769","That"
"18770","THAT"
"18771","This"
"18772","That"
"18773","THIS"
"18774","that"
"18775","That"
"18776","That"
"18777","That"
"18778","That"
"18779","That"
"18780","That"
"18781","THAT"
"18782","That"
"18783","That"
"18784","That"
"18785","That"
"18786","That"
"18787","That"
"18788","That"
"18789","That"
"18790","That ! That ! That !"
"18791","That"
"18792","that"
"18793","That"
"18794","That"
"18795","That"
"18796","This"
"18797","This"
"18798","That"
"18799","THIS"
"18800","THAT"
"18801","That"
"18802","THAT"
"18803","THAT"
"18804","That"
"18805","THIS"
"18806","That"
"18807","That"
"18808","That"
"18809","That"
"18810","That"
"18811","THAT"
"18812","That"
"18813","That"
"18814","THAT"
"18815","That"
"18816","THAT"
"18817","That"
"18818","Red"
"18819","That"
"18820","That"
"18821","That"
"18822","THAT"
"18823","THAT long line blazer #winit"
"18824","love the classic for me <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>"
"18825","The Classic longline blazer ;-) x x ;-) x x"
"18826","Love the longline blazer x"
"18827","THAT blazer for me please"
"18828","THAT blazer - it's so chic!"
"18829","THAT classic longline blazer"
"18830","Oh I live the navy classic jacket"
"18831","THAT classic longline.<ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18832","THIS red jacket. So striking!"
"18833","THAT. Classics can't be beaten..."
"18834","That is lovely :)"
"18835","THIS ultimate red suit jacket. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18836","Definitely that x"
"18837","Love THAT blazer <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18838","That blazer please"
"18839","THAT. Love that look.<U+2764><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18840","THAT. Gorgeous outfit"
"18841","That!"
"18842","THAT x"
"18843","That!"
"18844","That!"
"18845","THIS #WINIT"
"18846","That please"
"18847","That <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"18848","THAT!!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18849","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18850","That <U+2764>"
"18851","THAT <U+2764><U+FE0F>"
"18852","That please"
"18853","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"18854","That that that that that that!!!!"
"18855","THAT"
"18856","That"
"18857","THAT"
"18858","That"
"18859","That"
"18860","That"
"18861","THAT"
"18862","That"
"18863","That"
"18864","That"
"18865","THAT"
"18866","That"
"18867","THAT classic longline blazer, please! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> Fab! <U+2764><U+FE0F>"
"18868","oooh love!!! .. THAT classic longline blazer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18869","That"
"18870","When do you wear blazers Gemma Monkey-Harris???"
"18871","THAT jacket is very classy Kelly Chrascina"
"18872","That please thank you for the chance to win 
Liked and shared Anna BrownKerry JonesKaren Louise Priestley"
"18873","That, for me Paula Smith"
"18874","That liked shared thanks for the chance xx Linda Will Keal Emily Lewis Fiona MacLeay Marshall"
"18875","This! Great colour!
<ed><U+00A0><U+00BC><ed><U+00BD><U+0082><U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0082>
Chris Mellor
Kirsty Medcalf"
"18876","THAT please 
Stephanie Keill"
"18877","That please x Fiona MacLeay Marshall"
"18878","That for sure...classy and comfy xx Adele S Butler Heather Haigh Mitz Baker Rhianon Goddard"
"18879","That is my favourite
Rebecca Louise
Nessa Gabriella Ryding"
"18880","That xx

Dora Llewellyn Lorraine Nancarrow"
"18881","That please 
Emma Jessop
Kerry Jones
Lynn Barnes"
"18882","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> stunning Lucy Rose Chester"
"18883","That. Lucy Allsopp"
"18884","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A> Denise Helen Coughlan Emer Elizabeth"
"18885","THAT classic longline blazer. I need some smart daywear to add to my wardrobe #loveoasis"
"18886","Hi Nicola, thanks for getting in touch. How can we assist today? Love, Oasis.x"
"18887","Definately a flippy skirt. THIS!!
Colour is amazing.  Thanks for the competition <U+2764><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
Katie Joyce votes please.."
"18888","That. Its beautiful
Love liked and sharing publicly to say thank you .   Rachel Ringwood
Rebecca Roberts If l can enter your fab competition. I can share xx"
"18889","THAT classic bell sleeve, such a stylish, flattering piece that would give a pop of colour to so many outfits and brighten up these dark, dreary autumn mornings to come! Thanks Oasis Fashion  #WINIT"
"18890","That that that!!! Pretty Please.....wow I love those bell sleeves.....perfect for work and play. So so Love Red - this would be amazing for my New year holiday in Lisbon #Oasis #Syle #UKchique #Lisboa <U+2764><U+FE0F><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083>"
"18891","THIS flippy skirt! Definitely a transitional piece, great for now with bare legs, even better later with tights and boots <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> And it would certainly make going back to work after the summer hols easier <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"18892","This 

<U+202A>Fantastic giveaway <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> keeping my fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E> would love to win <ed><U+00A0><U+00BD><ed><U+00B2><U+008B> liked and shared <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>#competition #win<U+202C> Tim Woolfenden Katie Sampford"
"18893","This please
W<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>W absolutely Loveeeeeeeee to be lucky :D
Great prize, thanks for the chance to win, liked and shared!!
loveeeeeeee fingers crossed Rosaleen Hensey"
"18894","That 
Fantastic giveaway yes please liked and shared I would love to be picked as your lucky winner thankyou for the chance Holly E C Hughes"
"18895","<ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009B> THAT classic bell sleeve knit in rich red would make me feel ultra glamorous and in style for the new Season - Thanks for the Giveaway Oasis Fashion <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"18896","THIS cute flippy skirt!! Could wear it all year round! With a little top for summer, or roll neck jumper tights and heeled boots for winter! Perfect!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Nicole Byrd Steph Lloyd Hayley Coello Fe Booth"
"18897","THAT please 
Amazing prize! Count me in please,i would love to be your lucky winner ...i have liked and shared ...fingers crossed! Good luck everyone <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18898","Loving THAT red classic bell sleeve knit & also the leopard clutch bag would match shoes I have liked & shared."
"18899","omg such hard choice!! but the THAT classic bell sleeve knit wins it for me!! especially being pregnant it would be perfect <U+2764><U+FE0F><U+2764><U+FE0F>"
"18900","This flippy skirt! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
Absolutely love the cut of the skirt as they really suit me but are hard to find.
Would be awesome to win it <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18901","The cute flippy skirt! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>love it. I'm pregnant just now but I would definitely look forward to wearing it post baby for Christmas <ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"18902","THAT - Yes please I would <U+2764><U+FE0F> to #win this fabulous prize. Here’s hoping I’m lucky enough - fingers crossed. Thanks for the opportunity <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"18903","THIS flippy skirt with THAT bell sleeves knit tucked in. Or is that too much?? Haha. Love them both but I'd go THIS skirt if I had to choose."
"18904","DEFINITELY THIS FLIPPY SKIRT <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B3><U+008D><U+2763><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0088>- 

So excited that autumnal fashion is coming back and would love love love to have this transitional piece in my wardrobe <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18905","THIS

Oh this would be absolutely amazing  ....

Would really love be lucky ..<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4> .. what a lovely treat 

thankyou so much for the opportunity to win..<ed><U+00A0><U+00BC><ed><U+00BD><U+0080>..

liked &  shared with pleasure <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18906","This :) Very cute skirt x

Lovely prize thank you <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096> Would love to win so fingers crossed xx

Liked and sharing publicly. Good luck everyone <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"18907","This. It would look really good with black tights and boots. Perfect autumn work to play outfit."
"18908","Love the bell sleeve knit a great day to night piece. Just love Oasis <U+2764><U+FE0F> please let me win <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18909","This skirt! Perfect item to perk up my drab workwear wardrobe <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18910","THIS flippy skirt. Am currently spending my birthday with a sickness bug and winning this would cheer me up!"
"18911","THAT. The classic bell sleeve knit please. Love the colour"
"18912","This
What a wonderful giveaway <U+2764><U+FE0F>
I'd love to be your lucky winner <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>
Liked and shared"
"18913","This 
Thanks for the chance 
Liked and shared 
Fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18914","That bell sleeve knit with autumn being just around the corner x"
"18915","THAT classic bell sleeve knit please as looks super cost for the Autumn season ahead xxx"
"18916","The flippy skirt it's fabulous"
"18917","THAT classic bell sleeve please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
<ed><U+00A0><U+00BE><ed><U+00B4><U+009E> fingers crossed tightly <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18918","THAT bell sleeved knit is gorgeous thanks for the chance to win"
"18919","That , the classic bell sleeve knit is just right for the Autumn weather <U+2764><U+FE0F> Sarah Child"
"18920","Love <U+2764><U+FE0F> the bell sleeve knit 
Liked and shared wonderful prize please count me in!"
"18921","THAT fabulous bell sleeve knit in show-stopping red..Ding Dong <U+2764> <ed><U+00A0><U+00BD><ed><U+00B4><U+0094>"
"18922","this, I'd be delighted to win. Thank you for the chance . Liked and shared"
"18923","Weak for that classic bell sleeve knit love this colour loved avd shared"
"18924","THAT classic bell sleeve knit as I love the bell sleeves as it makes the knit look sophisticated xxx"
"18925","That please as i am not really into wearing skirts"
"18926","Love <U+2764><U+FE0F> the bell sleeve knit , absolutely gorgeous <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18927","This red skirt, makes a statement and brightens up a dull autumn/winter. Great for work and play x"
"18928","THAT love love the bell sleeve knit so stylish and pretty and in ,y favourite colour too..stunning!! #WINIT"
"18929","THAT pretty top would be lovely! #WINIT <U+2764>"
"18930","THAT please would be perfect for this time of year 
Make my day oasis <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18931","THIS would be perfect for going back to work after maternity leave"
"18932","That bell sleeved top. Great for the current mid season weather."
"18933","THAT classic bell sleeve knit!
What a fab jumper that would do with everything from leather leggings to a white skirt!"
"18934","THAT bell sleeve Knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it's gorgeous and would dress up any outfit! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"18935","THAT classic bell sleeve knit - a bit long in the tooth for the short skirt lol - Kathleen Lister"
"18936","THAT classic bell sleeve knit would be fab for autumn please <ed><U+00A0><U+00BC><ed><U+00BD><U+0082><U+2764><U+FE0F>"
"18937","That - the bell sleeve top for me <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18938","Would love #this flippy skirt. Would be a lovely birthday treat to #winit Oasis Fashion"
"18939","THAT bell sleeve knit please. Amazing giveaway. Have liked and shared. Good luck everyone <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><U+263A><U+FE0F>"
